,compound,neg,neu,pos,tweet_text
566,0.3182,0.0,0.897,0.103,"RT @PaulEDawson: A mere 100 companies are responsible for 71 percent of global climate emissions.

These people are locking you and everyth…"
567,0.0,0.0,1.0,0.0,"RT @PaulEDawson: Time to walk the walk not just talk the talk!

The UK, France, Canada and Ireland have all formally recognised a climate c…"
568,0.0,0.0,1.0,0.0,RT @ynassef: #Ethiopia breaks a #sustainability record.  #reforestation #ClimateEmergency #ClimateCrisis #climatechange https://t.co/F0VCnr…
569,0.4019,0.0,0.876,0.124,"RT @popovinski_: #GlobalWarming #AquecimentoGlobal
Gente vamos ajudar o nosso planeta por favor, pelo menos deem rt para galera saber de q…"
570,0.9008,0.0,0.521,0.479,"RT @allan_crawshaw: GRETA @GretaThunberg wins the prestigious Scottish Award ~ ""THE GEDDES ENVIRONMENTAL MEDAL""

https://t.co/F7ZppwIcaQ

#…"
571,0.0,0.0,1.0,0.0,"RT @greenpeacefr: A votre avis ?
#climatechange 
https://t.co/9VZkHXrIyO"
572,0.0,0.0,1.0,0.0,RT @YvetteNipar: #climatechange #nojoke https://t.co/3DOHZaDqZa
573,0.0,0.0,1.0,0.0,RT @alaskawater: Is anyone paying attention yet? #ClimateCrisis https://t.co/VINnovfOE1
574,-0.5574,0.223,0.777,0.0,"RT @ProfStrachan: Shocking State of Affairs

""The White House Blocks Report on #ClimateChange and #NationalSecurity"" 

""Politics intruded o…"
575,-0.296,0.087,0.913,0.0,"RT @AndyOz2: No wind in South Australia or Victoria today due to #ClimateChange.
This results in electricity prices double that of NSW &amp; QL…"
576,0.0,0.0,1.0,0.0,RT @Tiredearth: Ethiopia ‘Plants More Than 350 Million Trees’ In One Day                         #deforestation #climatechange #tree #Ethio…
577,0.0,0.0,1.0,0.0,"RT @ProfStrachan: #Ethiopia 'breaks' tree-planting record to tackle #ClimateChange

""The aim is to plant a total of 4 billion indigenous tr…"
578,0.0772,0.108,0.769,0.123,RT @AlexWitzleben: The White House Blocked My Report on Climate Change and National Security https://t.co/rXhsJDCdYn   #Trump #ClimateChang…
579,0.0,0.0,1.0,0.0,"#ClimateCrisis already causing deaths and childhood stunting, report reveals https://t.co/fmhSdV14ib"
580,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
581,0.0,0.0,1.0,0.0,England region in northern England plans world-first for climate change teaching o have a UN-accredited… https://t.co/HZ0n3QyNpt
582,0.2023,0.0,0.893,0.107,"RT @KimbrlyKrautter: AAAAANND now, for something actually important and relevant... #WhiteHouse #Whistleblower re: #ClimateChange penned th…"
583,0.0772,0.12,0.743,0.137,Opinion | The White House Blocked My Report on Climate Change and National Security https://t.co/D1hZXxObOF #climatechange
584,-0.296,0.145,0.855,0.0,"RT @TheB1M: These buildings are ""eating"" smog - FULL VIDEO: https://t.co/lbzEJKiSFt #construction #pollution #climatechange https://t.co/67…"
585,-0.6705,0.315,0.584,0.101,"RT @MikeHudema: Dear Humanity, #ClimateChange threatens our existence. 
If we don't act soon there'll be catastrophic biodiversity loss and…"
586,0.7351,0.0,0.714,0.286,"RT @PaulEDawson: “This is urgent, and to think we have time is such a privileged and removed-from-reality attitude,”

I agree with AOC, it'…"
587,-0.4215,0.113,0.887,0.0,"RT @IPBES: 🌳#Ethiopia 🇪🇹 just broke an unbe-leaf-able record.🌳

In 12 hours, the country planted 350 million trees to counter the effects o…"
588,0.0,0.0,1.0,0.0,#climatechange #nojoke https://t.co/3DOHZaDqZa
589,0.0,0.0,1.0,0.0,"RT @pattrn: In just 12 hours, #Ethiopia planted 350 million trees around the country, setting a world record. The effort is part of the cou…"
590,-0.3612,0.111,0.889,0.0,"RT @KushLiveNow: Ethiopians planted more than 353M trees in one day as part of a program fighting deforestation, says a govt official.

How…"
591,0.34,0.0,0.882,0.118,"RT @RossellaMuroni: La #crisiclimatica è l’emergenza del nostro tempo. Come ha detto @astro_luca i governi non devono fare qualcosa, ma dev…"
592,0.0,0.0,1.0,0.0,"RT @CraigBennett3: Whenever I give a talk about #climatechange one of the first ""What about...?"" questions is always ""What about #China?""…"
593,0.0,0.0,1.0,0.0,"RT @SDG2030: #ClimateCrisis 

Every Second  

Every Minute

Every Hour 

Every Day 

We are not only taking other species to EXTINCTION - w…"
594,0.3182,0.0,0.897,0.103,"RT @PaulEDawson: A mere 100 companies are responsible for 71 percent of global climate emissions.

These people are locking you and everyth…"
595,0.0,0.0,1.0,0.0,@australian This is ridiculous.... #priorities #worldhunger #climatechange #childabuse #slavelabour #hunger #drought #terrorism
596,0.7351,0.0,0.714,0.286,"RT @PaulEDawson: “This is urgent, and to think we have time is such a privileged and removed-from-reality attitude,”

I agree with AOC, it'…"
597,0.0,0.0,1.0,0.0,"RT @yvonnewabai: By 2025, 1.85 billion people worldwide will be living in water scarcity. For many, water scarcity is already a reality. So…"
598,0.0772,0.0,0.929,0.071,"More w/ #EPA News: https://t.co/2BY5GTN99H
 | EPA clears path for proposed copper and gold mine near Alaska's Brist… https://t.co/XXzAuorLMm"
599,-0.4019,0.141,0.772,0.087,"RT @SFdirewolf: Yes to all of this 👇

By @pattyberne7 of @sinsinvalid &amp; Vanessa Raditz:

“To Survive Climate Catastrophe, Look to Queer and…"
600,0.0,0.0,1.0,0.0,RT @IPCC_CH: Estimates of the global emissions outcome of current nationally stated mitigation ambitions as submitted under the Paris Agree…
601,0.0,0.0,1.0,0.0,"RT @UNDP: Less trees, more #airpollution, more respiratory diseases &amp; infections. #ClimateChange affects our health. Our health expert @Man…"
602,-0.4215,0.113,0.887,0.0,"RT @IPBES: 🌳#Ethiopia 🇪🇹 just broke an unbe-leaf-able record.🌳

In 12 hours, the country planted 350 million trees to counter the effects o…"
603,-0.2732,0.104,0.896,0.0,RT @corporateknight: Alberta Premier Jason Kenney dismissed climate risk as a 'flavour of the day.' @KQ_VanCity's latest op-ed in @corporat…
604,0.0,0.0,1.0,0.0,"Europe's #forests are booming. Here's why.

Around the world, forests are shrinking due to #deforestation… https://t.co/NW3dbUMDsp"
605,-0.1779,0.086,0.914,0.0,"Seriously, Alberta voters, you elected THIS guy? Much of the planet, including your province, burns up each summer.… https://t.co/FQjwE97vEZ"
606,0.0,0.0,1.0,0.0,"RT @DanielTurnerPTF: 114 private jets at a $1000 a night resort where A-listers will talk about #climatechange 

Tell me again about the “c…"
607,0.2023,0.0,0.893,0.107,"RT @KimbrlyKrautter: AAAAANND now, for something actually important and relevant... #WhiteHouse #Whistleblower re: #ClimateChange penned th…"
608,0.4137,0.0,0.86,0.14,RT @DercetoA: reassure me...have human rights been abolished in the world...in Europe?When and by whom?(F.O)#HumanRights  #Refugees #onu #c…
609,0.1779,0.0,0.914,0.086,RT @CJAOurPower: Frontline communities have the solutions to the #ClimateCrisis. Will you #Visit48217 and listen to them @BetoORourke? #Dem…
610,-0.2732,0.184,0.712,0.105,"RT @GeraldKutney: Prince Charles: ""All of a sudden, and with a barrage of sheer intimidation, we are told by powerful groups of deniers tha…"
611,-0.6444,0.238,0.762,0.0,"RT @UniofExeterNews: We must do two ""very big and difficult things"" to tackle #climatechange: cut emissions hard and fast, and take CO2 out…"
612,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
613,0.0,0.0,1.0,0.0,"RT @PaulEDawson: Time to walk the walk not just talk the talk!

The UK, France, Canada and Ireland have all formally recognised a climate c…"
614,0.4137,0.0,0.825,0.175,reassure me...have human rights been abolished in the world...in Europe?When and by whom?(F.O)#HumanRights… https://t.co/fSfD1Uaj01
615,0.3182,0.0,0.881,0.119,My solution for #climatechange . Take all the garbage on the planet and yeet it into a black hole 🌑🤽🏾‍♀️
616,-0.7096,0.269,0.731,0.0,"""The increasingly disastrous impacts of the #ClimateCrisis, coupled with inaction to tackle it are sending our plan… https://t.co/5G0JOYnUyl"
617,0.0,0.0,1.0,0.0,RT @drtalbion: Business should be pushing government to get on with this. Insurance companies should be pushing business into pushing gover…
618,0.4215,0.0,0.787,0.213,"#Singapore shows the way to tackle the challenges of  #ClimateChange like #RisingSeaLevel, #foodsecurity etc. throu… https://t.co/fr6CX6LLRo"
619,0.6996,0.0,0.806,0.194,"RT @BBCBreakfast: Good morning!
It might be 🌧️ where you are today but scientists reveal the UK's 10 warmest years have all happened since…"
620,0.0,0.0,1.0,0.0,When Disability Is a Toxic Legacy #ClimateChange via https://t.co/gydENhzRSg https://t.co/jCW9xSx2gB
621,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
622,0.0,0.0,1.0,0.0,RT @IPCC_CH: Estimates of the global emissions outcome of current nationally stated mitigation ambitions as submitted under the Paris Agree…
623,0.2023,0.128,0.714,0.158,"RT @courtghoward: #Climatechange is the biggest health threat of the 21st century, &amp; #PricingPollution is the best single treatment in our…"
624,0.4033,0.0,0.881,0.119,RT @Thongch34759935: Children are being born less intelligent due to #climatechange &amp; they are turning into climate scientists at an early…
625,0.25,0.0,0.905,0.095,"RT @pmagn: ""..in the interests of journalism, democracy &amp; our own SURVIVAL, reiterating request I made last week asking the .@VancouverSun…"
626,-0.0516,0.059,0.941,0.0,"RT @Elizabeth_Ruler: What is the future of forests?

#forests act as fighters against #climatechange 

Forests act as guardians of #biodive…"
627,-0.4215,0.113,0.887,0.0,"RT @IPBES: 🌳#Ethiopia 🇪🇹 just broke an unbe-leaf-able record.🌳

In 12 hours, the country planted 350 million trees to counter the effects o…"
628,0.4995,0.083,0.708,0.21,"RT @UNEnvironment: #ClimateChange is affecting which of these already?

A: Extreme weather events 
B: Food security
C: Health risks
D: All…"
629,-0.4019,0.109,0.891,0.0,RT @GeraldKutney: Warren Buffet: “It seems highly likely to me that climate change poses a major problem for the planet.. It would be fooli…
630,0.0,0.0,1.0,0.0,"Why Is Arctic Well-Being Essential For Earth? Learn more here: https://t.co/U5oAfGog3n
#climatecrisis… https://t.co/MniCBcYXjO"
631,0.0,0.0,1.0,0.0,RT @IPCC_CH: Estimates of the global emissions outcome of current nationally stated mitigation ambitions as submitted under the Paris Agree…
632,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
633,0.34,0.0,0.897,0.103,"RT @PolScorr: La #Terra
vista dalla #StazioneSpaziale

Da lì @astro_luca ha detto

“Rispetto a sei anni fa
➡️i deserti sono avanzati
➡️i gh…"
634,0.6124,0.0,0.8,0.2,RT @EOPAmerica: Our food should not be contaminated for the purpose of profits. We can revolutionize our energy system. What's standing in…
635,-0.8074,0.342,0.658,0.0,"RT @ProfStrachan: Alarming

Hundreds of reindeer starve to death on #Arctic islands 'due to #ClimateChange'

""Researchers have never found…"
636,0.0,0.0,1.0,0.0,"It would take roughly 200,000 pro skiers to match the annual carbon footprint of 1 coal-fired power plant. Time to… https://t.co/8ch3AftE8v"
637,0.0,0.0,1.0,0.0,"RT @yvonnewabai: By 2025, 1.85 billion people worldwide will be living in water scarcity. For many, water scarcity is already a reality. So…"
638,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
639,0.0,0.0,1.0,0.0,"The whole tone of this video by #Shell indicates a totally different frame of mind, one in which people were though… https://t.co/DdTSr1tF22"
640,0.5859,0.0,0.814,0.186,RT @Rev4NY: NY is providing $2.3 million to help 24 local farms tackle #ClimateChange by reducing their carbon emissions &amp; energy use helpi…
641,0.0,0.0,1.0,0.0,RT @arikring: @Jackthelad1947 @NeurozoInnovat1 @ristori20 @kashthefuturist @AdamRogers2030 @ReclaimAnglesea @debraruh @HansLak @SusanHeaney…
642,0.0,0.0,1.0,0.0,RT @Jumpsteady: A brief history of the #ClimateCrisis. https://t.co/mx138eehXW
643,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
644,0.0,0.0,1.0,0.0,"RT @Piers_Corbyn: Claims recent #ClimateChange is 'unparalled' in 2000yrs proves it's #fakescience +DataFraud.
Recent 'warming' is more wor…"
645,0.5562,0.0,0.841,0.159,"RT @DocsEnvAus: Come to DEA's key event on #ClimateCrisis &amp; #health! NSW Parliament House, Tues 6 August 6.30pm. Free registration (essenti…"
646,0.0,0.0,1.0,0.0,#cdnpoli #climatecrisis https://t.co/IM1rcVreC6
647,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
648,0.0,0.0,1.0,0.0,"RT @jeperego: A Rovaniemi, il paese di Babbo Natale in  Lapponia,  la colonnina di mercurio è arrivata a segnare 28 gradi, e le renne si sp…"
649,0.0,0.0,1.0,0.0,"RT @yvonnewabai: By 2025, 1.85 billion people worldwide will be living in water scarcity. For many, water scarcity is already a reality. So…"
650,0.0,0.0,1.0,0.0,"RT @citizensclimate: WATCH: Students in conservative Utah got their legislature to pass a resolution on the need to #ActOnClimate. 

""It sh…"
651,0.1027,0.085,0.814,0.101,"RT @ProfStrachan: ""The science is crystal clear and leaves #oil giants no wiggle room. Either they ditch #fossilfuels, or we'll face the fu…"
652,-0.3818,0.126,0.874,0.0,RT @Jackthelad1947: Erosion threatens beachfront lifestyle of Perth and towns up and down WA coast – ABC It’s #ClimateChange #ClimateEmerge…
653,0.2263,0.0,0.913,0.087,"RT @Greenpeace: As Earth continues to warm, disease-carrying mosquitoes could migrate to new regions around the world. They will become ano…"
654,0.0258,0.075,0.845,0.08,RT @ClimateCentral: New research shows that condensation trails from aircraft exhaust play a role in #globalwarming but efforts to change a…
655,-0.296,0.109,0.891,0.0,"No wind in South Australia or Victoria today due to #ClimateChange.
This results in electricity prices double that… https://t.co/GyYiKlPpHt"
656,0.4939,0.0,0.814,0.186,"RT @AnikaMolesworth: I am confident we can address #ClimateChange

Here are 5 reasons why.

@farmingforever @ClimateWiseAg @YouthVoicesYFC…"
657,0.3612,0.0,0.667,0.333,"Thank u .@seanmholman 

#cdnmedia #yvr 
#media #ClimateCrisis"
658,0.0,0.0,1.0,0.0,"RT @WestenderNews: Have you read the news today? #ExtinctionRebellion  
@xr_seq targets the @couriermail calling on the newspaper to ""Tell…"
659,-0.5267,0.159,0.841,0.0,"Hello @CNN, do you know an issue called #climatechange?  It is an existential threat to corporate centrist republic… https://t.co/333G3SYfEY"
660,0.0,0.0,1.0,0.0,"RT @PaulEDawson: Time to walk the walk not just talk the talk!

The UK, France, Canada and Ireland have all formally recognised a climate c…"
661,0.0,0.0,1.0,0.0,RT @brooklynnygirl: @People4Bernie @IndigeniusBstrd @BernieSanders @BernieSanders hit it out of the park💪.  #FeelingTheBern2020 #GreenNewDe…
662,-0.2047,0.163,0.724,0.114,"The Arctic is burning and it ain't no good! #ClimateChange #Wildfires #Arctic #Environment 
https://t.co/JlQfXAVpJY"
663,-0.4215,0.113,0.887,0.0,"RT @IPBES: 🌳#Ethiopia 🇪🇹 just broke an unbe-leaf-able record.🌳

In 12 hours, the country planted 350 million trees to counter the effects o…"
664,0.0,0.0,1.0,0.0,#VenadaUAEMSiempre #ADream #University #OrgulloUAEM #Research #ClimateChange #YaQuiero #Biology #MyPasion 🦌😍 https://t.co/2njCDjUwOr
665,0.4215,0.098,0.732,0.171,"RT @seanmholman: Newspapers that publish op-eds denying the #climatecrisis are ""polluting the public square by propagating what the best sc…"
666,0.7351,0.0,0.714,0.286,"RT @PaulEDawson: “This is urgent, and to think we have time is such a privileged and removed-from-reality attitude,”

I agree with AOC, it'…"
667,-0.3818,0.106,0.894,0.0,RT @AJEnglish: Ethiopians plant more than 350 million 🌳 in a single day as part of a #GreenLegacy campaign to fight deforestation and #Clim…
668,0.7351,0.0,0.714,0.286,"RT @PaulEDawson: “This is urgent, and to think we have time is such a privileged and removed-from-reality attitude,”

I agree with AOC, it'…"
669,0.0,0.0,1.0,0.0,"RT @RossellaMuroni: C’è chi continua a confondere il meteo con il clima, ma l’Italia sta già subendo gli effetti del #climatechange in atto…"
670,0.0,0.0,1.0,0.0,"Our production of Two Degrees has officially started rehearsals!
#bluehourtheatre #climatechange @youngstownarts https://t.co/h6l9ldkZW3"
671,0.0,0.0,1.0,0.0,RT @arikring: @Jackthelad1947 @NeurozoInnovat1 @ristori20 @kashthefuturist @AdamRogers2030 @ReclaimAnglesea @debraruh @HansLak @SusanHeaney…
672,-0.2263,0.16,0.84,0.0,".the rain stopped that afternoon. 

series 

watercolour 

home studio

#globalwarming https://t.co/soUlVTi2bC"
673,-0.2462,0.125,0.788,0.087,"RT @withpetal: It's time to start working together to fight #PlasticWaste! Follow our page to join the #ZeroWaste movement!

Are you #WithP…"
674,-0.2462,0.125,0.788,0.087,"RT @withpetal: It's time to start working together to fight #PlasticWaste! Follow our page to join the #ZeroWaste movement!

Are you #WithP…"
675,-0.2462,0.125,0.788,0.087,"RT @withpetal: It's time to start working together to fight #PlasticWaste! Follow our page to join the #ZeroWaste movement!

Are you #WithP…"
676,0.34,0.0,0.897,0.103,"RT @PolScorr: La #Terra
vista dalla #StazioneSpaziale

Da lì @astro_luca ha detto

“Rispetto a sei anni fa
➡️i deserti sono avanzati
➡️i gh…"
677,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
678,0.4019,0.0,0.87,0.13,"RT @market_forces: .@ANZ_AU, @CommBank, @NAB &amp; @Westpac said they support the Paris #climatechange agreement's goals and reduce their inves…"
679,0.0,0.0,1.0,0.0,"RT @PaulEDawson: Time to walk the walk not just talk the talk!

The UK, France, Canada and Ireland have all formally recognised a climate c…"
680,-0.8126,0.359,0.641,0.0,"RT @BertramBile: @DesignGreek @DonaldJTrumpJr If #ClimateCrisis deniers are wrong, and we don't act, humanity is destroyed within a generat…"
681,0.0,0.0,1.0,0.0,RT @brandymstanford: #quotestoliveby #quotesoftheday #quotes #Obama #climatechange https://t.co/sW94NDE7U9
682,0.0,0.0,1.0,0.0,"By 2025, 1.85 billion people worldwide will be living in water scarcity. For many, water scarcity is already a real… https://t.co/JwQZGS5JDs"
683,0.0516,0.124,0.743,0.134,@BBCBreakfast Clearly Mother Nature is fighting back against the #ClimateEmergency and there’ll only be one winner… https://t.co/Y980pncm4P
684,0.0,0.0,1.0,0.0,Baby asleep and working late to submit an #agu2019 abstract in time! #climatechange #prairie #plant #diversity… https://t.co/JdgIGF7IKW
685,-0.2263,0.087,0.913,0.0,RT @iammatthunter: #ExtinctionRebellion protesters at Bay &amp; King this evening. I'm seeing more of this sort of thing lately. Not surprising…
686,0.25,0.0,0.9,0.1,"""..in the interests of journalism, democracy &amp; our own SURVIVAL, reiterating request I made last week asking the .… https://t.co/KFpGqmslGP"
687,0.2023,0.088,0.75,0.163,"RT @UNEnvironment: If we can’t reduce emissions &amp; control global warming, we risk runaway #climatechange with huge financial costs.

The go…"
688,0.0,0.0,1.0,0.0,RT @Tiredearth: Ethiopia ‘Plants More Than 350 Million Trees’ In One Day                         #deforestation #climatechange #tree #Ethio…
689,0.0,0.0,1.0,0.0,"https://t.co/GF4TKxa3oD 

He is a @climathlete #climathlete #climatechange #ClimateEmergency #irish"
690,0.5859,0.095,0.646,0.259,"RT @RnfrstAlliance: The youngest members of our global alliance are speaking up and sharing their worries, as well as their smart ideas for…"
691,0.0,0.0,1.0,0.0,RT @IPCC_CH: Estimates of the global emissions outcome of current nationally stated mitigation ambitions as submitted under the Paris Agree…
692,0.34,0.132,0.64,0.228,@Sophieresists @Empnew I'm pretty sick of hearing pundits act like universal healthcare is gonna be a thing in ten… https://t.co/2CpyfyrPuz
693,0.4939,0.0,0.814,0.186,"32.56mi
One-Speed Cruiser - H2
Save The World, Ride A Bike.
Everyday.
#LSAC #Healthcare #ClimateChange #NOGAS https://t.co/J0Te7q2PEr"
694,0.3875,0.0,0.884,0.116,"RT @sotirissays: Sitting in a f***ing cubicle all day is not work.

Work is results, not wasted.

Concerned about #climatechange?

Force th…"
695,0.5574,0.0,0.833,0.167,"RT @TonyUnplugged: #ClimateChange #GlobalWarming #CarbonTaxScam The Spoiled Rich flock to Google summit in private jets, mega yachts to tal…"
696,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
697,0.0,0.0,1.0,0.0,"RT @MadamEarth: MOTHER NATURE is gradually washing away Western Australia's beachfront  - ABC News

#ClimateCrisis #ClimateActionNow #Envir…"
698,-0.3182,0.187,0.813,0.0,"@ExtinctionR targets @NewsCorp @CourierMail for #ClimateCrisis
misinformation 
@simonahac @PaulEDawson @PSyvret… https://t.co/KjccBy4Qi2"
699,0.34,0.0,0.882,0.118,"RT @RossellaMuroni: La #crisiclimatica è l’emergenza del nostro tempo. Come ha detto @astro_luca i governi non devono fare qualcosa, ma dev…"
700,0.3182,0.0,0.897,0.103,"RT @PaulEDawson: A mere 100 companies are responsible for 71 percent of global climate emissions.

These people are locking you and everyth…"
701,0.0,0.0,1.0,0.0,RT @KatieArtigli: This is my president @BernieSanders #Bernie2020 #FeelTheBern #BernieSanders #PocForBernie #BlacksForBernie #Progressives…
702,0.3612,0.0,0.857,0.143,"Thank you @PeteButtigieg , @SenSanders , and @SenWarren for placing due emphasis on #climatechange and campaign fin… https://t.co/9aABthS1q7"
703,0.0,0.0,1.0,0.0,"RT @dw_espanol: Calentamiento global 

Hace sólo unos días se registró un récord de calor absoluto cerca del Polo Norte. El termómetro alca…"
704,0.1779,0.0,0.925,0.075,RT @BFsolutions2020: #Climatechange was a hot topic in the first #demdebate. Check out the recap of our first Solutions 2020 Climate &amp; Clea…
705,0.6705,0.0,0.814,0.186,Climate change: UK's 10 warmest years all occurred since 2002. Hotting up across the UK 🇬🇧 and the world 🌍 with uns… https://t.co/3uoy3HXC2j
706,0.0,0.0,1.0,0.0,"Replying to @climate_earth 
He’s not in to #ClimateChange nor his clowns 🤡 who follows him https://t.co/BMYjItW75N"
707,0.0,0.0,1.0,0.0,"RT @whichwaytofunny: The most #profound #anthropocene #Mindset #videoessay that I have seen follows, from possibly the most #insightful #Ar…"
708,0.0,0.0,1.0,0.0,RT @KatieArtigli: This is my president @BernieSanders #Bernie2020 #FeelTheBern #BernieSanders #PocForBernie #BlacksForBernie #Progressives…
709,-0.6249,0.339,0.661,0.0,"Climate crisis causing deaths and childhood stunting #ClimateCrisis

https://t.co/T1nMqZhXWH"
710,0.0,0.0,1.0,0.0,RT @deejayedee: So .@PeteButtigieg talked #climatechange in his opening but he’s not yet been allowed to speak to it? Really? @CNN #DemDeba…
711,0.0,0.0,1.0,0.0,"How Temperature Shifts Impact the Climate and Environment (in The Arctic): https://t.co/qh8nhduHTb
#climatecrisis… https://t.co/lk0XDdU5IK"
712,0.0,0.0,1.0,0.0,RT @alaskawater: Is anyone paying attention yet? #ClimateCrisis https://t.co/VINnovfOE1
713,0.0,0.0,1.0,0.0,"RT @TorranceCoste: The #climatecrisis isn't about temperature records and dying bears.

It's about human beings from already marginalized c…"
714,0.3875,0.0,0.873,0.127,"Sitting in a f***ing cubicle all day is not work.

Work is results, not wasted.

Concerned about #climatechange?

F… https://t.co/kBvjhpxO1M"
715,-0.2263,0.079,0.921,0.0,"#StandUp, #Fight Back: The point of the lawsuit is 2 get on the record &amp; show what the #Trump admin is doing 2… https://t.co/YbYv8MPQB9"
716,0.6124,0.0,0.808,0.192,"RT @ProfStrachan: UK needs to plant 1.5 billion trees to tackle #ClimateChange

""As well as locking up carbon, trees can improve soil quali…"
717,0.4939,0.0,0.814,0.186,"RT @AnikaMolesworth: I am confident we can address #ClimateChange

Here are 5 reasons why.

@farmingforever @ClimateWiseAg @YouthVoicesYFC…"
718,0.3182,0.0,0.897,0.103,"RT @PaulEDawson: A mere 100 companies are responsible for 71 percent of global climate emissions.

These people are locking you and everyth…"
719,-0.4215,0.167,0.833,0.0,"More w/ #ECHA Reporting: https://t.co/2BY5GTN99H

 | Feature: Is Echa guilty of ‘overREACH’ on animal testing?… https://t.co/9PcjqZhkuI"
720,0.0,0.0,1.0,0.0,RT @Planning4LA: #HappeningNow: @LACity Council voted unanimously on a new framework for evaluating transportation impacts under #CEQA. By…
721,0.3612,0.092,0.719,0.19,"#Climatechange could cause steel sector’s profits to melt away, CDP warns.
#energytransition 

 https://t.co/wQJuGkefh2"
722,-0.3818,0.106,0.894,0.0,RT @AJEnglish: Ethiopians plant more than 350 million 🌳 in a single day as part of a #GreenLegacy campaign to fight deforestation and #Clim…
723,0.0,0.0,1.0,0.0,#Fridays4Future #GrevepeloClima #ClimateEmergency #ClimateCrisis #emergenciaclimatica https://t.co/CIOadGBoA4
724,0.5147,0.0,0.819,0.181,RT @tulaholmes: PLEASE READ! Give #jayinslee some airtime @MSNBC @CNNPolitics @CBSNews @ABCPolitics @Lawrence @TheLastWord @JoyAnnReid @amj…
725,0.3818,0.0,0.898,0.102,"RT @UNFCCC: On 23 Sept., leading countries will be at the @UN to present updated #ClimateAction plans, crucial to protect people from the w…"
726,0.0,0.0,1.0,0.0,Is anyone paying attention yet? #ClimateCrisis https://t.co/VINnovfOE1
727,0.0,0.0,1.0,0.0,RT @cienciaencuba: Prestigiosa revista #Nature reconoce esfuerzos #Cuba ante desafíos del #CambioClimático #TareaVida #ProjectLife #Climate…
728,-0.128,0.143,0.857,0.0,Russians demand vast wildfires consuming Siberia be extinguished #ClimateChange https://t.co/m8NH8gvv6U
729,-0.6486,0.261,0.739,0.0,"RT @exeterobserver: Mock funeral march brings Exeter city centre to a sombre standstill

#ExtinctionRebellion campaigners brought the gravi…"
730,0.0,0.0,1.0,0.0,Would it ever get to a point that a country might put trade restrictions on another country for not reducing their… https://t.co/S3zlMGWlFQ
731,0.0,0.0,1.0,0.0,RT @WitsUniversity: 🌬️🍃Wits #NationalScienceWeek #NSW2019 exhibitions are currently taking place at the Solomon Mahlangu House concourse. T…
732,-0.4404,0.14,0.86,0.0,RT @Veramaris: We are humbled to be recognized as one of the 10 key technologies to combat climate change as food demand soars. We are well…
733,0.0,0.0,1.0,0.0,RT @LemonTea_Leaf: I just calculated my Ecological Footprint! How many planets does it take for your lifestyle? Find out: https://t.co/e9UI…
734,0.5859,0.0,0.789,0.211,"RT @andersen_inger: Nature provides elegant solutions to the #ClimateCrisis 

Ethiopia 🇪🇹 planted 350 million trees in 12 hours. What a gre…"
735,0.0,0.0,1.0,0.0,"RT @ClimateReality: Finally, the world is waking up to the #ClimateCrisis.  

https://t.co/eM7rGVr5n2 https://t.co/GMC6eKthVD"
736,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
737,0.0,0.0,1.0,0.0,"MOTHER NATURE is gradually washing away Western Australia's beachfront  - ABC News

#ClimateCrisis… https://t.co/BRTDZHL6O9"
738,0.2263,0.0,0.863,0.137,"More w/ #ECHA Reporting: https://t.co/2BY5GTN99H

 | Echa recommends amending authorisation list for endocrine-disr… https://t.co/alpC0jEsMx"
739,0.0,0.0,1.0,0.0,RT @climateleaf: Unprecedented Arctic #wildfires: #ClimateChange means rising temperatures are drying out #Arctic #forests making them more…
740,-0.0772,0.13,0.711,0.159,"@PaulEDawson yes, have we learned nothing from #titanic ? the poor didn't get on a lifeboat &amp; many were prevented f… https://t.co/vHVjuMHJZu"
